pool,metric,n_follow,rebalance,screen,n_elig,smart_sharpe,anti_sharpe,all_sharpe,smart_pnl,anti_pnl,all_pnl,spread_anti,spread_all
all,roi,3,14,off,50,0.0421,-0.0747,0.2216,0.0112,-0.0427,0.1475,0.1168,-0.1795
all,roi,3,30,on,42,0.0,-0.5652,0.3139,0.0,-0.075,0.14,0.5652,-0.3139
all,roi,3,30,off,50,0.0,-0.5652,0.3139,0.0,-0.075,0.14,0.5652,-0.3139
all,roi,5,7,on,42,-0.0542,0.5277,0.4784,-0.0119,0.4473,0.3715,-0.5819,-0.5326
all,roi,5,7,off,50,-0.0542,0.5277,0.4801,-0.0119,0.4473,0.3726,-0.5819,-0.5343
all,roi,5,14,on,42,0.2402,0.2177,0.2198,0.1101,0.145,0.1464,0.0225,0.0204
all,roi,5,14,off,50,0.2402,0.2177,0.2216,0.1101,0.145,0.1475,0.0225,0.0186
all,roi,5,30,on,42,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,roi,5,30,off,50,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,roi,10,7,on,42,0.1718,0.5105,0.4784,0.0521,0.4145,0.3715,-0.3387,-0.3066
all,roi,10,7,off,50,0.1718,0.5122,0.4801,0.0521,0.4156,0.3726,-0.3404,-0.3083
all,roi,10,14,on,42,0.2404,0.2202,0.2198,0.1102,0.1467,0.1464,0.0202,0.0206
all,roi,10,14,off,50,0.2404,0.2221,0.2216,0.1102,0.1478,0.1475,0.0183,0.0188
all,roi,10,30,on,42,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,roi,10,30,off,50,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,sharpe,3,7,on,42,-0.2514,0.6083,0.4784,-0.0454,0.7394,0.3715,-0.8597,-0.7298
all,sharpe,3,7,off,50,-0.2514,0.6083,0.4801,-0.0454,0.7394,0.3726,-0.8597,-0.7315
all,sharpe,3,14,on,42,0.0424,0.2361,0.2198,0.0113,0.1683,0.1464,-0.1937,-0.1774
all,sharpe,3,14,off,50,0.0424,0.2361,0.2216,0.0113,0.1683,0.1475,-0.1937,-0.1792
all,sharpe,3,30,on,42,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,sharpe,3,30,off,50,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,sharpe,5,7,on,42,-0.0857,0.6068,0.4784,-0.0192,0.719,0.3715,-0.6925,-0.5641
all,sharpe,5,7,off,50,-0.0857,0.6068,0.4801,-0.0192,0.719,0.3726,-0.6925,-0.5658
all,sharpe,5,14,on,42,0.2403,0.2177,0.2198,0.1102,0.145,0.1464,0.0226,0.0205
all,sharpe,5,14,off,50,0.2403,0.2177,0.2216,0.1102,0.145,0.1475,0.0226,0.0187
all,sharpe,5,30,on,42,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,sharpe,5,30,off,50,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,sharpe,10,7,on,42,0.1858,0.5782,0.4784,0.062,0.6551,0.3715,-0.3924,-0.2926
all,sharpe,10,7,off,50,0.1858,0.5782,0.4801,0.062,0.6551,0.3726,-0.3924,-0.2943
all,sharpe,10,14,on,42,0.2404,0.2202,0.2198,0.1102,0.1467,0.1464,0.0202,0.0206
all,sharpe,10,14,off,50,0.2404,0.2202,0.2216,0.1102,0.1467,0.1475,0.0202,0.0188
all,sharpe,10,30,on,42,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
all,sharpe,10,30,off,50,0.0,0.3139,0.3139,0.0,0.14,0.14,-0.3139,-0.3139
7d+30d,pnl_total,3,7,on,77,0.041,0.3866,0.3289,0.0405,0.6173,0.4028,-0.3456,-0.2879
7d+30d,pnl_total,3,7,off,82,0.041,0.3866,0.3288,0.0405,0.6173,0.4026,-0.3456,-0.2878
7d+30d,pnl_total,3,14,on,77,0.0802,0.2072,0.2953,0.0797,0.2628,0.3593,-0.127,-0.2151
7d+30d,pnl_total,3,14,off,82,0.0802,0.2072,0.2957,0.0797,0.2628,0.3597,-0.127,-0.2155
7d+30d,pnl_total,3,30,on,77,0.0326,0.2989,0.2802,0.0322,0.3685,0.3391,-0.2663,-0.2476
7d+30d,pnl_total,3,30,off,82,0.0326,0.2989,0.2802,0.0322,0.3685,0.3391,-0.2663,-0.2476
7d+30d,pnl_total,5,7,on,77,0.2358,0.4899,0.3289,0.2709,0.7192,0.4028,-0.2541,-0.0931
7d+30d,pnl_total,5,7,off,82,0.2358,0.4797,0.3288,0.2709,0.7036,0.4026,-0.2439,-0.093
7d+30d,pnl_total,5,14,on,77,0.2737,0.2971,0.2953,0.3207,0.3803,0.3593,-0.0234,-0.0216
7d+30d,pnl_total,5,14,off,82,0.2737,0.2943,0.2957,0.3207,0.3769,0.3597,-0.0206,-0.022
7d+30d,pnl_total,5,30,on,77,0.2358,0.3186,0.2802,0.2752,0.4033,0.3391,-0.0828,-0.0444
7d+30d,pnl_total,5,30,off,82,0.2358,0.3186,0.2802,0.2752,0.4033,0.3391,-0.0828,-0.0444
7d+30d,pnl_total,10,7,on,77,0.2699,0.4151,0.3289,0.3204,0.5736,0.4028,-0.1452,-0.059
7d+30d,pnl_total,10,7,off,82,0.2699,0.414,0.3288,0.3204,0.5721,0.4026,-0.1441,-0.0589
7d+30d,pnl_total,10,14,on,77,0.3263,0.2606,0.2953,0.3963,0.3189,0.3593,0.0657,0.031
7d+30d,pnl_total,10,14,off,82,0.3263,0.2602,0.2957,0.3963,0.3185,0.3597,0.0661,0.0306
7d+30d,pnl_total,10,30,on,77,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,pnl_total,10,30,off,82,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,pnl_30d,3,7,on,77,0.0446,0.4888,0.3289,0.054,0.7086,0.4028,-0.4442,-0.2843
7d+30d,pnl_30d,3,7,off,82,0.0446,0.4888,0.3288,0.054,0.7086,0.4026,-0.4442,-0.2842
7d+30d,pnl_30d,3,14,on,77,-0.0543,0.2722,0.2953,-0.0561,0.3401,0.3593,-0.3265,-0.3496
7d+30d,pnl_30d,3,14,off,82,-0.0543,0.2722,0.2957,-0.0561,0.3401,0.3597,-0.3265,-0.35
7d+30d,pnl_30d,3,30,on,77,0.0326,0.2989,0.2802,0.0322,0.3685,0.3391,-0.2663,-0.2476
7d+30d,pnl_30d,3,30,off,82,0.0326,0.2989,0.2802,0.0322,0.3685,0.3391,-0.2663,-0.2476
7d+30d,pnl_30d,5,7,on,77,0.2979,0.4877,0.3289,0.3441,0.716,0.4028,-0.1898,-0.031
7d+30d,pnl_30d,5,7,off,82,0.2979,0.4775,0.3288,0.3441,0.7005,0.4026,-0.1796,-0.0309
7d+30d,pnl_30d,5,14,on,77,0.2737,0.2971,0.2953,0.3207,0.3803,0.3593,-0.0234,-0.0216
7d+30d,pnl_30d,5,14,off,82,0.2737,0.2943,0.2957,0.3207,0.3769,0.3597,-0.0206,-0.022
7d+30d,pnl_30d,5,30,on,77,0.2358,0.3186,0.2802,0.2752,0.4033,0.3391,-0.0828,-0.0444
7d+30d,pnl_30d,5,30,off,82,0.2358,0.3186,0.2802,0.2752,0.4033,0.3391,-0.0828,-0.0444
7d+30d,pnl_30d,10,7,on,77,0.2683,0.4151,0.3289,0.3184,0.5736,0.4028,-0.1468,-0.0606
7d+30d,pnl_30d,10,7,off,82,0.2683,0.414,0.3288,0.3184,0.5721,0.4026,-0.1457,-0.0605
7d+30d,pnl_30d,10,14,on,77,0.3263,0.2606,0.2953,0.3963,0.3189,0.3593,0.0657,0.031
7d+30d,pnl_30d,10,14,off,82,0.3263,0.2602,0.2957,0.3963,0.3185,0.3597,0.0661,0.0306
7d+30d,pnl_30d,10,30,on,77,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,pnl_30d,10,30,off,82,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,pnl_90d,3,7,on,77,0.1664,0.3866,0.3289,0.1687,0.6173,0.4028,-0.2202,-0.1625
7d+30d,pnl_90d,3,7,off,82,0.1664,0.3866,0.3288,0.1687,0.6173,0.4026,-0.2202,-0.1624
7d+30d,pnl_90d,3,14,on,77,0.0802,0.2072,0.2953,0.0797,0.2628,0.3593,-0.127,-0.2151
7d+30d,pnl_90d,3,14,off,82,0.0802,0.2072,0.2957,0.0797,0.2628,0.3597,-0.127,-0.2155
7d+30d,pnl_90d,3,30,on,77,0.0326,0.2989,0.2802,0.0322,0.3685,0.3391,-0.2663,-0.2476
7d+30d,pnl_90d,3,30,off,82,0.0326,0.2989,0.2802,0.0322,0.3685,0.3391,-0.2663,-0.2476
7d+30d,pnl_90d,5,7,on,77,0.2979,0.4899,0.3289,0.3441,0.7192,0.4028,-0.192,-0.031
7d+30d,pnl_90d,5,7,off,82,0.2979,0.4797,0.3288,0.3441,0.7036,0.4026,-0.1818,-0.0309
7d+30d,pnl_90d,5,14,on,77,0.2737,0.2971,0.2953,0.3207,0.3803,0.3593,-0.0234,-0.0216
7d+30d,pnl_90d,5,14,off,82,0.2737,0.2943,0.2957,0.3207,0.3769,0.3597,-0.0206,-0.022
7d+30d,pnl_90d,5,30,on,77,0.2358,0.3186,0.2802,0.2752,0.4033,0.3391,-0.0828,-0.0444
7d+30d,pnl_90d,5,30,off,82,0.2358,0.3186,0.2802,0.2752,0.4033,0.3391,-0.0828,-0.0444
7d+30d,pnl_90d,10,7,on,77,0.2699,0.4151,0.3289,0.3204,0.5736,0.4028,-0.1452,-0.059
7d+30d,pnl_90d,10,7,off,82,0.2699,0.414,0.3288,0.3204,0.5721,0.4026,-0.1441,-0.0589
7d+30d,pnl_90d,10,14,on,77,0.3263,0.2606,0.2953,0.3963,0.3189,0.3593,0.0657,0.031
7d+30d,pnl_90d,10,14,off,82,0.3263,0.2602,0.2957,0.3963,0.3185,0.3597,0.0661,0.0306
7d+30d,pnl_90d,10,30,on,77,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,pnl_90d,10,30,off,82,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,roi,3,7,on,77,0.0722,0.3556,0.3289,0.0755,0.5085,0.4028,-0.2834,-0.2567
7d+30d,roi,3,7,off,82,0.0722,0.4318,0.3288,0.0755,0.6191,0.4026,-0.3596,-0.2566
7d+30d,roi,3,14,on,77,-0.0446,0.4061,0.2953,-0.0461,0.5861,0.3593,-0.4507,-0.3399
7d+30d,roi,3,14,off,82,-0.0446,0.4273,0.2957,-0.0461,0.6151,0.3597,-0.4719,-0.3403
7d+30d,roi,3,30,on,77,0.0326,0.3948,0.2802,0.0322,0.5675,0.3391,-0.3622,-0.2476
7d+30d,roi,3,30,off,82,0.0326,0.3948,0.2802,0.0322,0.5675,0.3391,-0.3622,-0.2476
7d+30d,roi,5,7,on,77,0.2828,0.4554,0.3289,0.3137,0.6032,0.4028,-0.1726,-0.0461
7d+30d,roi,5,7,off,82,0.2828,0.2871,0.3288,0.3137,0.359,0.4026,-0.0043,-0.046
7d+30d,roi,5,14,on,77,0.2325,0.3444,0.2953,0.2564,0.4376,0.3593,-0.1119,-0.0628
7d+30d,roi,5,14,off,82,0.2325,0.3402,0.2957,0.2564,0.4324,0.3597,-0.1077,-0.0632
7d+30d,roi,5,30,on,77,0.1811,0.3186,0.2802,0.1989,0.4033,0.3391,-0.1375,-0.0991
7d+30d,roi,5,30,off,82,0.1811,0.3186,0.2802,0.1989,0.4033,0.3391,-0.1375,-0.0991
7d+30d,roi,10,7,on,77,0.2658,0.3295,0.3289,0.3166,0.4171,0.4028,-0.0637,-0.0631
7d+30d,roi,10,7,off,82,0.2811,0.412,0.3288,0.3348,0.5695,0.4026,-0.1309,-0.0477
7d+30d,roi,10,14,on,77,0.315,0.256,0.2953,0.3826,0.3137,0.3593,0.059,0.0197
7d+30d,roi,10,14,off,82,0.3225,0.2587,0.2957,0.3918,0.3167,0.3597,0.0638,0.0268
7d+30d,roi,10,30,on,77,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,roi,10,30,off,82,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,sharpe,3,7,on,77,0.1108,0.4865,0.3289,0.1118,0.8273,0.4028,-0.3757,-0.2181
7d+30d,sharpe,3,7,off,82,0.1108,0.4865,0.3288,0.1118,0.8273,0.4026,-0.3757,-0.218
7d+30d,sharpe,3,14,on,77,0.0802,0.34,0.2953,0.0797,0.4969,0.3593,-0.2598,-0.2151
7d+30d,sharpe,3,14,off,82,0.0802,0.34,0.2957,0.0797,0.4969,0.3597,-0.2598,-0.2155
7d+30d,sharpe,3,30,on,77,0.0326,0.3948,0.2802,0.0322,0.5675,0.3391,-0.3622,-0.2476
7d+30d,sharpe,3,30,off,82,0.0326,0.3948,0.2802,0.0322,0.5675,0.3391,-0.3622,-0.2476
7d+30d,sharpe,5,7,on,77,0.1856,0.4663,0.3289,0.2114,0.7172,0.4028,-0.2807,-0.1433
7d+30d,sharpe,5,7,off,82,0.1856,0.4714,0.3288,0.2114,0.731,0.4026,-0.2858,-0.1432
7d+30d,sharpe,5,14,on,77,0.0986,0.3072,0.2953,0.1118,0.3922,0.3593,-0.2086,-0.1967
7d+30d,sharpe,5,14,off,82,0.0986,0.3072,0.2957,0.1118,0.3922,0.3597,-0.2086,-0.1971
7d+30d,sharpe,5,30,on,77,0.1811,0.3186,0.2802,0.1989,0.4033,0.3391,-0.1375,-0.0991
7d+30d,sharpe,5,30,off,82,0.1811,0.3186,0.2802,0.1989,0.4033,0.3391,-0.1375,-0.0991
7d+30d,sharpe,10,7,on,77,0.231,0.3874,0.3289,0.2741,0.5191,0.4028,-0.1564,-0.0979
7d+30d,sharpe,10,7,off,82,0.231,0.4108,0.3288,0.2741,0.5681,0.4026,-0.1798,-0.0978
7d+30d,sharpe,10,14,on,77,0.3109,0.2578,0.2953,0.3777,0.3158,0.3593,0.0531,0.0156
7d+30d,sharpe,10,14,off,82,0.3109,0.2574,0.2957,0.3777,0.3153,0.3597,0.0535,0.0152
7d+30d,sharpe,10,30,on,77,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d,sharpe,10,30,off,82,0.2802,0.2802,0.2802,0.3391,0.3391,0.3391,0.0,0.0
7d+30d+all,pnl_total,3,7,on,108,-0.1673,0.5895,0.2241,-0.0304,0.7821,0.3048,-0.7568,-0.3914
7d+30d+all,pnl_total,3,7,off,119,-0.1673,0.5895,0.224,-0.0304,0.7821,0.3047,-0.7568,-0.3913
7d+30d+all,pnl_total,3,14,on,108,0.0423,0.4014,0.2007,0.0112,0.4584,0.277,-0.3591,-0.1584
7d+30d+all,pnl_total,3,14,off,119,0.0423,0.4014,0.201,0.0112,0.4584,0.2774,-0.3591,-0.1587
7d+30d+all,pnl_total,3,30,on,108,0.0,0.8997,0.3521,0.0,0.7939,0.4311,-0.8997,-0.3521
7d+30d+all,pnl_total,3,30,off,119,0.0,0.8997,0.3521,0.0,0.7939,0.4311,-0.8997,-0.3521
7d+30d+all,pnl_total,5,7,on,108,-0.0942,0.3677,0.2241,-0.0207,0.6453,0.3048,-0.4619,-0.3183
7d+30d+all,pnl_total,5,7,off,119,-0.0942,0.3677,0.224,-0.0207,0.6453,0.3047,-0.4619,-0.3182
7d+30d+all,pnl_total,5,14,on,108,0.2185,0.26,0.2007,0.1002,0.4825,0.277,-0.0415,0.0178
7d+30d+all,pnl_total,5,14,off,119,0.2185,0.26,0.201,0.1002,0.4825,0.2774,-0.0415,0.0175
7d+30d+all,pnl_total,5,30,on,108,0.0,0.3422,0.3521,0.0,0.6001,0.4311,-0.3422,-0.3521
7d+30d+all,pnl_total,5,30,off,119,0.0,0.3422,0.3521,0.0,0.6001,0.4311,-0.3422,-0.3521
7d+30d+all,pnl_total,10,7,on,108,0.5907,0.3402,0.2241,0.2506,0.5184,0.3048,0.2505,0.3666
7d+30d+all,pnl_total,10,7,off,119,0.5907,0.3428,0.224,0.2506,0.5235,0.3047,0.2479,0.3667
7d+30d+all,pnl_total,10,14,on,108,0.2184,0.1681,0.2007,0.1002,0.2333,0.277,0.0503,0.0177
7d+30d+all,pnl_total,10,14,off,119,0.2184,0.1699,0.201,0.1002,0.2356,0.2774,0.0485,0.0174
7d+30d+all,pnl_total,10,30,on,108,0.0,0.3521,0.3521,0.0,0.4311,0.4311,-0.3521,-0.3521
7d+30d+all,pnl_total,10,30,off,119,0.0,0.3521,0.3521,0.0,0.4311,0.4311,-0.3521,-0.3521
7d+30d+all,pnl_30d,3,7,on,108,0.3795,0.5335,0.2241,0.711,0.8079,0.3048,-0.154,0.1554
7d+30d+all,pnl_30d,3,7,off,119,0.3795,0.5335,0.224,0.711,0.8079,0.3047,-0.154,0.1555
7d+30d+all,pnl_30d,3,14,on,108,0.2776,0.4584,0.2007,0.4165,0.496,0.277,-0.1808,0.0769
7d+30d+all,pnl_30d,3,14,off,119,0.2776,0.4584,0.201,0.4165,0.496,0.2774,-0.1808,0.0766
7d+30d+all,pnl_30d,3,30,on,108,0.554,0.7767,0.3521,0.7658,0.684,0.4311,-0.2227,0.2019
7d+30d+all,pnl_30d,3,30,off,119,0.554,0.7767,0.3521,0.7658,0.684,0.4311,-0.2227,0.2019
7d+30d+all,pnl_30d,5,7,on,108,0.3594,0.539,0.2241,0.6714,0.8159,0.3048,-0.1796,0.1353
7d+30d+all,pnl_30d,5,7,off,119,0.3594,0.5291,0.224,0.6714,0.8003,0.3047,-0.1697,0.1354
7d+30d+all,pnl_30d,5,14,on,108,0.3333,0.4698,0.2007,0.5153,0.4959,0.277,-0.1365,0.1326
7d+30d+all,pnl_30d,5,14,off,119,0.3333,0.4661,0.201,0.5153,0.4925,0.2774,-0.1328,0.1323
7d+30d+all,pnl_30d,5,30,on,108,0.554,0.7765,0.3521,0.7658,0.7194,0.4311,-0.2225,0.2019
7d+30d+all,pnl_30d,5,30,off,119,0.554,0.7765,0.3521,0.7658,0.7194,0.4311,-0.2225,0.2019
7d+30d+all,pnl_30d,10,7,on,108,0.3617,0.4495,0.2241,0.6798,0.6234,0.3048,-0.0878,0.1376
7d+30d+all,pnl_30d,10,7,off,119,0.3617,0.4484,0.224,0.6798,0.6219,0.3047,-0.0867,0.1377
7d+30d+all,pnl_30d,10,14,on,108,0.3371,0.4346,0.2007,0.5213,0.4073,0.277,-0.0975,0.1364
7d+30d+all,pnl_30d,10,14,off,119,0.3371,0.434,0.201,0.5213,0.4069,0.2774,-0.0969,0.1361
7d+30d+all,pnl_30d,10,30,on,108,0.554,0.7907,0.3521,0.7658,0.6256,0.4311,-0.2367,0.2019
7d+30d+all,pnl_30d,10,30,off,119,0.554,0.7907,0.3521,0.7658,0.6256,0.4311,-0.2367,0.2019
7d+30d+all,pnl_90d,3,7,on,108,0.416,0.7839,0.2241,0.5987,1.0016,0.3048,-0.3679,0.1919
7d+30d+all,pnl_90d,3,7,off,119,0.416,0.7839,0.224,0.5987,1.0016,0.3047,-0.3679,0.192
7d+30d+all,pnl_90d,3,14,on,108,0.3907,0.6233,0.2007,0.5648,0.6617,0.277,-0.2326,0.19
7d+30d+all,pnl_90d,3,14,off,119,0.3907,0.6233,0.201,0.5648,0.6617,0.2774,-0.2326,0.1897
7d+30d+all,pnl_90d,3,30,on,108,0.5759,0.7767,0.3521,0.779,0.684,0.4311,-0.2008,0.2238
7d+30d+all,pnl_90d,3,30,off,119,0.5759,0.7767,0.3521,0.779,0.684,0.4311,-0.2008,0.2238
7d+30d+all,pnl_90d,5,7,on,108,0.3699,0.7908,0.2241,0.5405,1.0097,0.3048,-0.4209,0.1458
7d+30d+all,pnl_90d,5,7,off,119,0.3699,0.7795,0.224,0.5405,0.9942,0.3047,-0.4096,0.1459
7d+30d+all,pnl_90d,5,14,on,108,0.4192,0.6398,0.2007,0.6379,0.662,0.277,-0.2206,0.2185
7d+30d+all,pnl_90d,5,14,off,119,0.4192,0.6359,0.201,0.6379,0.6586,0.2774,-0.2167,0.2182
7d+30d+all,pnl_90d,5,30,on,108,0.554,0.7765,0.3521,0.7658,0.7194,0.4311,-0.2225,0.2019
7d+30d+all,pnl_90d,5,30,off,119,0.554,0.7765,0.3521,0.7658,0.7194,0.4311,-0.2225,0.2019
7d+30d+all,pnl_90d,10,7,on,108,0.3734,0.7274,0.2241,0.5509,0.8173,0.3048,-0.354,0.1493
7d+30d+all,pnl_90d,10,7,off,119,0.3734,0.726,0.224,0.5509,0.8157,0.3047,-0.3526,0.1494
7d+30d+all,pnl_90d,10,14,on,108,0.4232,0.629,0.2007,0.6438,0.5747,0.277,-0.2058,0.2225
7d+30d+all,pnl_90d,10,14,off,119,0.4232,0.6283,0.201,0.6438,0.5742,0.2774,-0.2051,0.2222
7d+30d+all,pnl_90d,10,30,on,108,0.554,0.7907,0.3521,0.7658,0.6256,0.4311,-0.2367,0.2019
7d+30d+all,pnl_90d,10,30,off,119,0.554,0.7907,0.3521,0.7658,0.6256,0.4311,-0.2367,0.2019
7d+30d+all,roi,3,7,on,108,0.4234,0.7302,0.2241,0.1378,0.9637,0.3048,-0.3068,0.1993
7d+30d+all,roi,3,7,off,119,0.4234,0.8114,0.224,0.1378,1.0743,0.3047,-0.388,0.1994
7d+30d+all,roi,3,14,on,108,0.0421,0.5939,0.2007,0.0112,1.1451,0.277,-0.5518,-0.1586
7d+30d+all,roi,3,14,off,119,0.0421,0.6098,0.201,0.0112,1.1742,0.2774,-0.5677,-0.1589
7d+30d+all,roi,3,30,on,108,0.0,0.4183,0.3521,0.0,0.7902,0.4311,-0.4183,-0.3521
7d+30d+all,roi,3,30,off,119,0.0,0.4183,0.3521,0.0,0.7902,0.4311,-0.4183,-0.3521
7d+30d+all,roi,5,7,on,108,0.457,0.3306,0.2241,0.1549,0.5233,0.3048,0.1264,0.2329
7d+30d+all,roi,5,7,off,119,0.457,0.3256,0.224,0.1549,0.518,0.3047,0.1314,0.233
7d+30d+all,roi,5,14,on,108,0.2402,0.3533,0.2007,0.1101,0.5634,0.277,-0.1131,0.0395
7d+30d+all,roi,5,14,off,119,0.2402,0.35,0.201,0.1101,0.5581,0.2774,-0.1098,0.0392
7d+30d+all,roi,5,30,on,108,0.0,0.4642,0.3521,0.0,0.6808,0.4311,-0.4642,-0.3521
7d+30d+all,roi,5,30,off,119,0.0,0.4642,0.3521,0.0,0.6808,0.4311,-0.4642,-0.3521
7d+30d+all,roi,10,7,on,108,0.7048,0.3312,0.2241,0.8011,0.5023,0.3048,0.3736,0.4807
7d+30d+all,roi,10,7,off,119,0.7048,0.3385,0.224,0.8011,0.5141,0.3047,0.3663,0.4808
7d+30d+all,roi,10,14,on,108,0.9109,0.1575,0.2007,1.0161,0.2173,0.277,0.7534,0.7102
7d+30d+all,roi,10,14,off,119,0.9109,0.1642,0.201,1.0161,0.2262,0.2774,0.7467,0.7099
7d+30d+all,roi,10,30,on,108,0.8954,0.3433,0.3521,0.9109,0.417,0.4311,0.5521,0.5433
7d+30d+all,roi,10,30,off,119,0.8954,0.3433,0.3521,0.9109,0.417,0.4311,0.5521,0.5433
7d+30d+all,sharpe,3,7,on,108,0.7401,0.7995,0.2241,0.8011,1.2623,0.3048,-0.0594,0.516
7d+30d+all,sharpe,3,7,off,119,0.7401,0.7995,0.224,0.8011,1.2623,0.3047,-0.0594,0.5161
7d+30d+all,sharpe,3,14,on,108,0.4607,0.6962,0.2007,0.8432,0.8732,0.277,-0.2355,0.26
7d+30d+all,sharpe,3,14,off,119,0.4607,0.6962,0.201,0.8432,0.8732,0.2774,-0.2355,0.2597
7d+30d+all,sharpe,3,30,on,108,0.3623,0.7862,0.3521,0.6486,0.8984,0.4311,-0.4239,0.0102
7d+30d+all,sharpe,3,30,off,119,0.3623,0.7862,0.3521,0.6486,0.8984,0.4311,-0.4239,0.0102
7d+30d+all,sharpe,5,7,on,108,0.4986,0.5538,0.2241,0.5915,1.0588,0.3048,-0.0552,0.2745
7d+30d+all,sharpe,5,7,off,119,0.4986,0.5581,0.224,0.5915,1.0727,0.3047,-0.0595,0.2746
7d+30d+all,sharpe,5,14,on,108,0.4283,0.4388,0.2007,0.8076,0.6726,0.277,-0.0105,0.2276
7d+30d+all,sharpe,5,14,off,119,0.4283,0.4388,0.201,0.8076,0.6726,0.2774,-0.0105,0.2273
7d+30d+all,sharpe,5,30,on,108,0.3623,0.4933,0.3521,0.6486,0.7161,0.4311,-0.131,0.0102
7d+30d+all,sharpe,5,30,off,119,0.3623,0.4933,0.3521,0.6486,0.7161,0.4311,-0.131,0.0102
7d+30d+all,sharpe,10,7,on,108,0.5389,0.486,0.2241,0.624,0.7097,0.3048,0.0529,0.3148
7d+30d+all,sharpe,10,7,off,119,0.5389,0.4849,0.224,0.624,0.7082,0.3047,0.054,0.3149
7d+30d+all,sharpe,10,14,on,108,0.4987,0.3245,0.2007,0.9317,0.4155,0.277,0.1742,0.298
7d+30d+all,sharpe,10,14,off,119,0.4987,0.324,0.201,0.9317,0.415,0.2774,0.1747,0.2977
7d+30d+all,sharpe,10,30,on,108,0.3623,0.364,0.3521,0.6486,0.43,0.4311,-0.0017,0.0102
7d+30d+all,sharpe,10,30,off,119,0.3623,0.364,0.3521,0.6486,0.43,0.4311,-0.0017,0.0102
