label,n,pos,mean_ret,edge,t,hold,early,saved,capped,final,ret,cagr,sharpe,sortino,maxdd,calmar
HOLD (settle),35,0.5428571428571428,2.8522390670041977,0.3821428571428571,4.578453949036667,9.514285714285714,0.0,0,0,5533.538007806758,4.533538007806758,1.6507731062622635,1.7689088373184163,1.8589672309472152,-0.10000000000000016,16.507731062622607
dumb TP @ 0.50,35,0.5428571428571428,1.3584856125094478,0.1701428571428571,2.83910322272262,5.257142857142857,0.4,0,14,2345.4305549294722,1.345430554929472,0.6253899171919588,1.2495623481128686,1.1442400011791238,-0.1046666666666665,5.9750629031078955
trend-exit @ 0.50,35,0.5428571428571428,2.7917803708138567,0.3673571428571429,4.451211652567039,8.17142857142857,0.11428571428571428,0,4,5338.272911549677,4.3382729115496765,1.5970616881243869,1.8379631023643976,1.829310516600394,-0.10000000000000026,15.970616881243828
