label,n,pos,mean_ret,edge,t,hold,early,saved,capped,final,ret,cagr,sharpe,sortino,maxdd,calmar
HOLD (settle),23,0.4782608695652174,3.5307952849258926,0.37393478260869567,3.560023469302951,5.434782608695652,0.0,0,0,4209.591980411358,3.209591980411358,1.294908036275213,1.6211826983253266,5.020905036967539,-0.05919999999999981,21.873446558702994
TP @ 0.30,23,0.4782608695652174,1.2169470066942047,0.15176086956521742,2.0418122648129735,4.565217391304348,0.30434782608695654,0,7,1659.5314463593754,0.6595314463593753,0.34009503899823823,1.0343082984301792,1.159274014963645,-0.059200000000000176,5.74484863172698
TP @ 0.40,23,0.4782608695652174,1.5339125242601894,0.18219565217391304,2.4190364202217984,4.608695652173913,0.30434782608695654,0,7,1908.382637098835,0.908382637098835,0.4527945625707184,1.2272738895000999,1.4425941246395007,-0.05920000000000019,7.648556800181029
TP @ 0.50,23,0.4782608695652174,1.8508780418261739,0.21263043478260868,2.7419703918230063,4.6521739130434785,0.30434782608695654,0,7,2186.9801958434273,1.1869801958434274,0.5718300523380768,1.3652282180485764,2.053192769320559,-0.05920000000000002,9.659291424629671
TP @ 0.60,23,0.4782608695652174,2.167843559392158,0.24306521739130438,3.0040807261845806,4.6521739130434785,0.30434782608695654,0,7,2498.055927130915,1.4980559271309146,0.6974035552863687,1.4608539958364,2.3976179000197537,-0.0592000000000001,11.78046546091837
TP @ 0.70,23,0.4782608695652174,2.484809076958143,0.27349999999999997,3.2071438937524004,4.6521739130434785,0.30434782608695654,0,7,2844.5229436201826,1.8445229436201824,0.8297190593962598,1.5246978276452492,3.8906308535526457,-0.059199999999999885,14.015524651963876
TP @ 0.80,23,0.4782608695652174,2.801774594524128,0.30393478260869566,3.3583290803777843,4.6521739130434785,0.30434782608695654,0,7,3229.4834180477337,2.229483418047734,0.9689824760617889,1.566181997320983,2.605691221505691,-0.05920000000000038,16.367947230773357
TP @ 0.90,23,0.4782608695652174,3.2006556760472638,0.34002173913043476,3.475234209409634,4.6521739130434785,0.2608695652173913,0,6,3771.7995262011036,2.7717995262011037,1.153788867034112,1.5930648539174816,3.51941951032949,-0.05920000000000005,19.489676808008632
