event_ticker,event_title,leader_market,leader_question,leader_token,entry_date,entry_price,current_price,status,exit_date,outcome,pnl
how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,616902,Will no Fed rate cuts happen in 2026?,12403602920039269077597917340921667997547115084613238528792639013246536343316,2026-06-16,0.696,0.816,open,,,
