n_trades,win_rate,mean_trade_return,median_trade_return,fair_pricing_edge_per_$1,edge_tstat,start_capital,final_equity,total_return,max_drawdown,stake_frac,band,entry_window_days
465,0.3548,0.2226,-1.0,0.0536,2.49,1000.0,2651.0,1.6509,-0.1534,0.01,"[0.10,0.50)",2-10
