date,close,adjclose
2018-01-25,1770.239990234375,1770.239990234375
2018-01-26,1770.239990234375,1770.239990234375
2018-01-29,1893.1199951171875,1893.1199951171875
2018-01-30,1955.199951171875,1955.199951171875
2018-01-31,1961.5999755859375,1961.5999755859375
2018-02-01,1862.8480224609375,1862.8480224609375
2018-02-02,2102.39990234375,2102.39990234375
2018-02-05,2807.0400390625,2807.0400390625
2018-02-06,2759.424072265625,2759.424072265625
2018-02-07,2850.56005859375,2850.56005859375
2018-02-08,3531.52001953125,3531.52001953125
2018-02-09,3217.919921875,3217.919921875
2018-02-12,3107.199951171875,3107.199951171875
2018-02-13,3070.080078125,3070.080078125
2018-02-14,2718.719970703125,2718.719970703125
2018-02-15,2656.0,2656.0
2018-02-16,2695.679931640625,2695.679931640625
2018-02-20,2805.760009765625,2805.760009765625
2018-02-21,2848.0,2848.0
2018-02-22,2810.8798828125,2810.8798828125
2018-02-23,2591.360107421875,2591.360107421875
2018-02-26,2513.919921875,2513.919921875
2018-02-27,2714.239990234375,2714.239990234375
2018-02-28,2826.239990234375,2826.239990234375
2018-03-01,3020.800048828125,3020.800048828125
2018-03-02,2887.679931640625,2887.679931640625
2018-03-05,2781.43994140625,2781.43994140625
2018-03-06,2796.159912109375,2796.159912109375
2018-03-07,2754.56005859375,2754.56005859375
2018-03-08,2725.760009765625,2725.760009765625
2018-03-09,2448.0,2448.0
2018-03-12,2544.639892578125,2544.639892578125
2018-03-13,2605.43994140625,2605.43994140625
2018-03-14,2662.39990234375,2662.39990234375
2018-03-15,2588.159912109375,2588.159912109375
2018-03-16,2515.199951171875,2515.199951171875
2018-03-19,2775.679931640625,2775.679931640625
2018-03-20,2722.56005859375,2722.56005859375
2018-03-21,2623.360107421875,2623.360107421875
2018-03-22,3020.800048828125,3020.800048828125
2018-03-23,3200.0,3200.0
2018-03-26,2963.199951171875,2963.199951171875
2018-03-27,3185.919921875,3185.919921875
2018-03-28,3206.080078125,3206.080078125
2018-03-29,3136.0,3136.0
2018-04-02,3317.760009765625,3317.760009765625
2018-04-03,3175.679931640625,3175.679931640625
2018-04-04,3115.52001953125,3115.52001953125
2018-04-05,3031.679931640625,3031.679931640625
2018-04-06,3187.199951171875,3187.199951171875
2018-04-09,3187.199951171875,3187.199951171875
2018-04-10,3187.199951171875,3187.199951171875
2018-04-11,3187.199951171875,3187.199951171875
2018-04-12,3077.760009765625,3077.760009765625
2018-04-13,2942.719970703125,2942.719970703125
2018-04-16,2793.60009765625,2793.60009765625
2018-04-17,2579.199951171875,2579.199951171875
2018-04-18,2595.840087890625,2595.840087890625
2018-04-19,2622.080078125,2622.080078125
2018-04-20,2695.0400390625,2695.0400390625
2018-04-23,2662.39990234375,2662.39990234375
2018-04-24,2661.760009765625,2661.760009765625
2018-04-25,2851.199951171875,2851.199951171875
2018-04-26,2717.43994140625,2717.43994140625
2018-04-27,2651.199951171875,2651.199951171875
2018-04-30,2625.280029296875,2625.280029296875
2018-05-01,2711.0400390625,2711.0400390625
2018-05-02,2544.639892578125,2544.639892578125
2018-05-03,2752.0,2752.0
2018-05-04,2579.199951171875,2579.199951171875
2018-05-07,2544.0,2544.0
2018-05-08,2544.0,2544.0
2018-05-09,2482.56005859375,2482.56005859375
2018-05-10,2349.43994140625,2349.43994140625
2018-05-11,2293.1201171875,2293.1201171875
2018-05-14,2225.919921875,2225.919921875
2018-05-15,2387.199951171875,2387.199951171875
2018-05-16,2308.159912109375,2308.159912109375
2018-05-17,2250.8798828125,2250.8798828125
2018-05-18,2266.8798828125,2266.8798828125
2018-05-21,2176.0,2176.0
2018-05-22,2191.488037109375,2191.488037109375
2018-05-23,2174.719970703125,2174.719970703125
2018-05-24,2187.52001953125,2187.52001953125
2018-05-25,2164.47998046875,2164.47998046875
2018-05-29,2458.8798828125,2458.8798828125
2018-05-30,2339.840087890625,2339.840087890625
2018-05-31,2364.159912109375,2364.159912109375
2018-06-01,2248.320068359375,2248.320068359375
2018-06-04,2248.320068359375,2248.320068359375
2018-06-05,2177.280029296875,2177.280029296875
2018-06-06,2076.159912109375,2076.159912109375
2018-06-07,2100.47998046875,2100.47998046875
2018-06-08,2075.52001953125,2075.52001953125
2018-06-11,2053.1201171875,2053.1201171875
2018-06-12,2046.719970703125,2046.719970703125
2018-06-13,2056.9599609375,2056.9599609375
2018-06-14,2001.407958984375,2001.407958984375
2018-06-15,2023.6800537109375,2023.6800537109375
2018-06-18,1999.93603515625,1999.93603515625
2018-06-19,2101.696044921875,2101.696044921875
2018-06-20,2053.760009765625,2053.760009765625
2018-06-21,2189.43994140625,2189.43994140625
2018-06-22,2132.47998046875,2132.47998046875
2018-06-25,2438.39990234375,2438.39990234375
2018-06-26,2338.56005859375,2338.56005859375
2018-06-27,2464.0,2464.0
2018-06-28,2508.800048828125,2508.800048828125
2018-06-29,2362.8798828125,2362.8798828125
2018-07-02,2415.360107421875,2415.360107421875
2018-07-03,2415.360107421875,2415.360107421875
2018-07-05,2314.239990234375,2314.239990234375
2018-07-06,2199.360107421875,2199.360107421875
2018-07-09,2078.719970703125,2078.719970703125
2018-07-10,2034.56005859375,2034.56005859375
2018-07-11,2101.760009765625,2101.760009765625
2018-07-12,2048.0,2048.0
2018-07-13,2030.656005859375,2030.656005859375
2018-07-16,1999.3599853515625,1999.3599853515625
2018-07-17,1966.0799560546875,1966.0799560546875
2018-07-18,1955.8399658203125,1955.8399658203125
2018-07-19,1996.800048828125,1996.800048828125
2018-07-20,2001.0880126953125,2001.0880126953125
2018-07-23,2019.8399658203125,2019.8399658203125
2018-07-24,1967.3599853515625,1967.3599853515625
2018-07-25,1949.43994140625,1949.43994140625
2018-07-26,1954.56005859375,1954.56005859375
2018-07-27,2018.56005859375,2018.56005859375
2018-07-30,2056.320068359375,2056.320068359375
2018-07-31,2008.3199462890625,2008.3199462890625
2018-08-01,1984.0,1984.0
2018-08-02,1963.52001953125,1963.52001953125
2018-08-03,1928.9599609375,1928.9599609375
2018-08-06,1873.1519775390625,1873.1519775390625
2018-08-07,1827.8399658203125,1827.8399658203125
2018-08-08,1794.0479736328125,1794.0479736328125
2018-08-09,1825.9200439453125,1825.9200439453125
2018-08-10,1917.43994140625,1917.43994140625
2018-08-13,2028.800048828125,2028.800048828125
2018-08-14,1926.4000244140625,1926.4000244140625
2018-08-15,2046.719970703125,2046.719970703125
2018-08-16,1934.719970703125,1934.719970703125
2018-08-17,1887.3599853515625,1887.3599853515625
2018-08-20,1848.3199462890625,1848.3199462890625
2018-08-21,1885.43994140625,1885.43994140625
2018-08-22,1852.800048828125,1852.800048828125
2018-08-23,1857.9200439453125,1857.9200439453125
2018-08-24,1847.0400390625,1847.0400390625
2018-08-27,1849.5999755859375,1849.5999755859375
2018-08-28,1851.52001953125,1851.52001953125
2018-08-29,1833.5999755859375,1833.5999755859375
2018-08-30,1888.6400146484375,1888.6400146484375
2018-08-31,1900.1600341796875,1900.1600341796875
2018-09-04,1873.9200439453125,1873.9200439453125
2018-09-05,1885.43994140625,1885.43994140625
2018-09-06,1943.0400390625,1943.0400390625
2018-09-07,1971.8399658203125,1971.8399658203125
2018-09-10,1918.719970703125,1918.719970703125
2018-09-11,1862.4000244140625,1862.4000244140625
2018-09-12,1838.0799560546875,1838.0799560546875
2018-09-13,1788.1600341796875,1788.1600341796875
2018-09-14,1750.4000244140625,1750.4000244140625
2018-09-17,1804.800048828125,1804.800048828125
2018-09-18,1795.199951171875,1795.199951171875
2018-09-19,1733.1199951171875,1733.1199951171875
2018-09-20,1704.9599609375,1704.9599609375
2018-09-21,1700.2239990234375,1700.2239990234375
2018-09-24,1706.8800048828125,1706.8800048828125
2018-09-25,1722.8800048828125,1722.8800048828125
2018-09-26,1728.0,1728.0
2018-09-27,1711.3599853515625,1711.3599853515625
2018-09-28,1708.800048828125,1708.800048828125
2018-10-01,1689.5999755859375,1689.5999755859375
2018-10-02,1689.5999755859375,1689.5999755859375
2018-10-03,1676.800048828125,1676.800048828125
2018-10-04,1779.199951171875,1779.199951171875
2018-10-05,1807.3599853515625,1807.3599853515625
2018-10-08,1832.9599609375,1832.9599609375
2018-10-09,1861.1199951171875,1861.1199951171875
2018-10-10,2172.800048828125,2172.800048828125
2018-10-11,2359.0400390625,2359.0400390625
2018-10-12,2180.47998046875,2180.47998046875
2018-10-15,2193.280029296875,2193.280029296875
2018-10-16,2053.1201171875,2053.1201171875
2018-10-17,2077.43994140625,2077.43994140625
2018-10-18,2230.39990234375,2230.39990234375
2018-10-19,2193.280029296875,2193.280029296875
2018-10-22,2213.1201171875,2213.1201171875
2018-10-23,2296.9599609375,2296.9599609375
