Date,Close
2004-11-18,44.380001068115234
2004-11-19,44.779998779296875
2004-11-22,44.95000076293945
2004-11-23,44.75
2004-11-24,45.04999923706055
2004-11-26,45.290000915527344
2004-11-29,45.400001525878906
2004-11-30,45.119998931884766
2004-12-01,45.380001068115234
2004-12-02,44.95000076293945
2004-12-03,45.599998474121094
2004-12-06,45.16999816894531
2004-12-07,45.11000061035156
2004-12-08,44.0099983215332
2004-12-09,43.779998779296875
2004-12-10,43.439998626708984
2004-12-13,43.90999984741211
2004-12-14,43.54999923706055
2004-12-15,43.9900016784668
2004-12-16,43.68000030517578
2004-12-17,44.189998626708984
2004-12-20,44.34000015258789
2004-12-21,44.220001220703125
2004-12-22,44.02000045776367
2004-12-23,44.27000045776367
2004-12-27,44.47999954223633
2004-12-28,44.369998931884766
2004-12-29,43.65999984741211
2004-12-30,43.83000183105469
2004-12-31,43.79999923706055
2005-01-03,43.02000045776367
2005-01-04,42.7400016784668
2005-01-05,42.66999816894531
2005-01-06,42.150001525878906
2005-01-07,41.84000015258789
2005-01-10,41.95000076293945
2005-01-11,42.209999084472656
2005-01-12,42.599998474121094
2005-01-13,42.599998474121094
2005-01-14,42.31999969482422
2005-01-18,42.31999969482422
2005-01-19,42.2599983215332
2005-01-20,42.25
2005-01-21,42.7400016784668
2005-01-24,42.77000045776367
2005-01-25,42.2400016784668
2005-01-26,42.689998626708984
2005-01-27,42.619998931884766
2005-01-28,42.689998626708984
2005-01-31,42.220001220703125
2005-02-01,42.099998474121094
2005-02-02,42.15999984741211
2005-02-03,41.68000030517578
2005-02-04,41.470001220703125
2005-02-07,41.27000045776367
2005-02-08,41.2599983215332
2005-02-09,41.310001373291016
2005-02-10,41.75
2005-02-11,42.08000183105469
2005-02-14,42.54999923706055
2005-02-15,42.58000183105469
2005-02-16,42.52000045776367
2005-02-17,42.72999954223633
2005-02-18,42.75
2005-02-22,43.56999969482422
2005-02-23,43.41999816894531
2005-02-24,43.33000183105469
2005-02-25,43.5
2005-02-28,43.529998779296875
2005-03-01,43.220001220703125
2005-03-02,43.25
2005-03-03,42.970001220703125
2005-03-04,43.380001068115234
2005-03-07,43.470001220703125
2005-03-08,44.029998779296875
2005-03-09,44.02000045776367
2005-03-10,44.20000076293945
2005-03-11,44.43000030517578
2005-03-14,44.029998779296875
2005-03-15,44.060001373291016
2005-03-16,44.310001373291016
2005-03-17,43.81999969482422
2005-03-18,43.88999938964844
2005-03-21,43.09000015258789
2005-03-22,42.650001525878906
2005-03-23,42.41999816894531
2005-03-24,42.38999938964844
2005-03-28,42.540000915527344
2005-03-29,42.560001373291016
2005-03-30,42.61000061035156
2005-03-31,42.81999969482422
2005-04-01,42.619998931884766
2005-04-04,42.400001525878906
2005-04-05,42.45000076293945
2005-04-06,42.630001068115234
2005-04-07,42.56999969482422
2005-04-08,42.689998626708984
2005-04-11,42.779998779296875
2005-04-12,42.84000015258789
2005-04-13,42.900001525878906
2005-04-14,42.310001373291016
2005-04-15,42.400001525878906
2005-04-18,42.689998626708984
2005-04-19,43.279998779296875
2005-04-20,43.400001525878906
2005-04-21,43.189998626708984
2005-04-22,43.38999938964844
2005-04-25,43.439998626708984
2005-04-26,43.63999938964844
2005-04-27,43.20000076293945
2005-04-28,43.0
2005-04-29,43.349998474121094
2005-05-02,42.880001068115234
2005-05-03,42.7599983215332
2005-05-04,42.900001525878906
2005-05-05,42.90999984741211
2005-05-06,42.52000045776367
2005-05-09,42.54999923706055
2005-05-10,42.63999938964844
2005-05-11,42.689998626708984
2005-05-12,42.15999984741211
2005-05-13,41.95000076293945
2005-05-16,41.880001068115234
2005-05-17,41.86000061035156
2005-05-18,42.04999923706055
2005-05-19,41.97999954223633
2005-05-20,41.650001525878906
2005-05-23,41.619998931884766
2005-05-24,41.72999954223633
2005-05-25,41.869998931884766
2005-05-26,41.689998626708984
2005-05-27,41.880001068115234
2005-05-31,41.650001525878906
