Date,AGG,CTA,DBMF,KMLM,NTSX,QLD,QQQ,RSBT,RSSB,RSST,SPY,SSO,TQQQ,UPRO
2023-09-06,85.9999008178711,21.93136215209961,24.18917465209961,30.17314910888672,35.503631591796875,32.28618240356445,368.7137756347656,16.87521743774414,,19.668848037719727,430.9952087402344,28.444372177124023,19.99473762512207,45.779903411865234
2023-09-07,86.27024841308594,21.72153663635254,24.02509117126465,30.18259048461914,35.47462463378906,31.80045509338379,366.0768737792969,16.8183650970459,,19.485713958740234,429.6719665527344,28.263198852539062,19.558809280395508,45.31196594238281
2023-09-08,86.3153076171875,21.805469512939453,24.137357711791992,30.34308624267578,35.52296829223633,31.874788284301758,366.5885009765625,16.890378952026367,,19.67962074279785,430.31903076171875,28.346439361572266,19.616931915283203,45.46794128417969
2023-09-11,86.21617126464844,21.948150634765625,24.20644760131836,30.428054809570312,35.64866638183594,32.628173828125,370.907958984375,16.87900733947754,,19.713895797729492,433.1491394042969,28.708791732788086,20.28536033630371,46.37458038330078
2023-09-12,86.24321746826172,22.04047966003418,24.26689910888672,30.446937561035156,35.48429870605469,31.904531478881836,366.795166015625,16.88943099975586,,19.596378326416016,430.7730407714844,28.385608673095703,19.63630485534668,45.5751838684082
2023-09-13,86.369384765625,21.9565486907959,24.240991592407227,30.361968994140625,35.397274017333984,32.137481689453125,368.19232177734375,16.90837860107422,,19.606170654296875,431.2752990722656,28.454164505004883,19.83005714416504,45.75065994262695
2023-09-14,86.25222778320312,22.351024627685547,24.39643669128418,30.456377029418945,35.81303405761719,32.64799499511719,371.2030944824219,17.069456100463867,,19.880380630493164,434.9939880371094,28.924240112304688,20.29505157470703,46.87175369262695
2023-09-15,86.05397033691406,22.602819442749023,24.448253631591797,30.399734497070312,35.38760757446289,31.50306510925293,364.84698486328125,16.988920211791992,,19.635549545288086,429.7530212402344,28.219131469726562,19.253660202026367,45.15597915649414
2023-09-18,86.18013763427734,22.61121368408203,24.448253631591797,30.5507869720459,35.3296012878418,31.582366943359375,365.227294921875,16.92259407043457,,19.586584091186523,430.0050354003906,28.253406524658203,19.297245025634766,45.22422790527344
2023-09-19,85.92781829833984,22.946937561035156,24.525972366333008,30.616872787475586,35.213565826416016,31.443584442138672,364.4488830566406,17.007869720458984,,19.745237350463867,429.1133117675781,28.13588523864746,19.180999755859375,44.9415168762207
2023-09-20,85.88274383544922,22.96372413635254,24.422344207763672,30.399734497070312,34.86549377441406,30.616544723510742,359.1970520019531,16.92543601989746,,19.526844024658203,425.1683044433594,27.58746910095215,18.349323272705078,43.658973693847656
2023-09-21,85.2969741821289,23.08962631225586,24.577787399291992,30.64519500732422,34.27570724487305,29.458480834960938,352.61492919921875,16.761516571044922,,19.20464515686035,418.14093017578125,26.69138526916504,17.30426597595215,41.48237991333008
2023-09-22,85.65746307373047,22.980512619018555,24.50006866455078,30.48470115661621,34.227359771728516,29.483333587646484,352.6641540527344,16.80889129638672,,19.07733154296875,417.2007751464844,26.549386978149414,17.318849563598633,41.14075469970703
2023-09-25,84.98155975341797,23.005691528320312,24.664146423339844,30.594213485717773,34.25161361694336,29.74675750732422,354.3392333984375,16.92259407043457,,19.369173049926758,418.9552307128906,26.764835357666016,17.547306060791016,41.67758560180664
2023-09-26,84.87339782714844,23.014087677001953,24.767778396606445,30.607431411743164,33.62092208862305,28.842172622680664,349.01837158203125,16.93206787109375,,19.15372085571289,412.8002624511719,25.97648811340332,16.76472282409668,39.79379653930664
2023-09-27,84.57601928710938,23.283649444580078,24.98367691040039,30.843454360961914,33.72765350341797,28.996253967285156,349.8362731933594,17.246641159057617,,19.4896297454834,412.9649353027344,25.996070861816406,16.866798400878906,39.862117767333984
2023-09-28,84.82837677001953,23.16571617126465,24.95777130126953,30.805692672729492,33.96052932739258,29.453510284423828,352.76275634765625,17.13578224182129,,19.367212295532227,415.3590393066406,26.284971237182617,17.275102615356445,40.50632095336914
2023-09-29,84.74725341796875,23.207834243774414,24.95777130126953,30.749046325683594,33.92171859741211,29.498245239257812,353.0189208984375,17.038190841674805,,19.264385223388672,414.3510437011719,26.13807487487793,17.313987731933594,40.18421936035156
2023-10-02,84.15716552734375,23.224681854248047,25.018218994140625,30.937864303588867,33.74706268310547,29.970415115356445,355.9651184082031,17.197370529174805,,19.601274490356445,414.186279296875,26.123384475708008,17.72715187072754,40.145172119140625
