Date,BTAL,DBMF,KMLM,MNA,MTUM,QAI,QUAL,SIZE,SPY,USMV,VLUE
2009-03-24,,,,,,,,,59.364315032958984,,
2009-03-25,,,,,,19.89838981628418,,,59.99037551879883,,
2009-03-26,,,,,,19.906291961669922,,,61.21300506591797,,
2009-03-27,,,,,,19.724607467651367,,,60.108211517333984,,
2009-03-30,,,,,,19.550825119018555,,,58.03121566772461,,
2009-03-31,,,,,,19.67721176147461,,,58.56887435913086,,
2009-04-01,,,,,,19.62192153930664,,,59.70314025878906,,
2009-04-02,,,,,,19.835201263427734,,,61.44869613647461,,
2009-04-03,,,,,,19.748308181762695,,,62.06004333496094,,
2009-04-06,,,,,,19.843095779418945,,,61.573936462402344,,
2009-04-07,,,,,,19.835201263427734,,,60.137691497802734,,
2009-04-08,,,,,,19.850997924804688,,,60.78582763671875,,
2009-04-09,,,,,,19.99318504333496,,,63.20166015625,,
2009-04-13,,,,,,20.048479080200195,,,63.21638870239258,,
2009-04-14,,,,,,19.99318504333496,,,62.12632751464844,,
2009-04-15,,,,,,20.024782180786133,,,62.7891960144043,,
2009-04-16,,,,,,20.04058074951172,,,63.709842681884766,,
2009-04-17,,,,,,20.056379318237305,,,64.13705444335938,,
2009-04-20,,,,,,19.827301025390625,,,61.44869613647461,,
2009-04-21,,,,,,19.92999267578125,,,62.649227142333984,,
2009-04-22,,,,,,19.92999267578125,,,62.266231536865234,,
2009-04-23,,,,,,19.94578742980957,,,62.877559661865234,,
2009-04-24,,,,,,20.008983612060547,,,63.82770538330078,,
2009-04-27,,,,,,19.874696731567383,,,63.223731994628906,,
2009-04-28,,,,,,19.906291961669922,,,63.024879455566406,,
2009-04-29,,,,,,19.99318504333496,,,64.36534118652344,,
2009-04-30,,,,,,20.127477645874023,,,64.38746643066406,,
2009-05-01,,,,,,20.095876693725586,,,64.7336196899414,,
2009-05-04,,,,,,20.372350692749023,,,66.93582153320312,,
2009-05-05,,,,,,20.348657608032227,,,66.70755767822266,,
2009-05-06,,,,,,20.388153076171875,,,67.86388397216797,,
2009-05-07,,,,,,20.435546875,,,66.92112731933594,,
2009-05-08,,,,,,20.380250930786133,,,68.48258209228516,,
2009-05-11,,,,,,20.324954986572266,,,67.20099639892578,,
2009-05-12,,,,,,20.39605140686035,,,67.00215148925781,,
2009-05-13,,,,,,20.324954986572266,,,65.31549835205078,,
2009-05-14,,,,,,20.372350692749023,,,65.87525177001953,,
2009-05-15,,,,,,20.332857131958008,,,65.33757781982422,,
2009-05-18,,,,,,20.467145919799805,,,67.19363403320312,,
2009-05-19,,,,,,20.506641387939453,,,67.11261749267578,,
2009-05-20,,,,,,20.61723518371582,,,66.66336059570312,,
2009-05-21,,,,,,20.467145919799805,,,65.70587921142578,,
2009-05-22,,,,,,20.51453971862793,,,65.56591796875,,
2009-05-26,,,,,,20.45924186706543,,,67.24519348144531,,
2009-05-27,,,,,,20.42764663696289,,,66.04466247558594,,
2009-05-28,,,,,,20.846309661865234,,,66.9653549194336,,
2009-05-29,,,,,,20.688325881958008,,,68.15113830566406,,
2009-06-01,,,,,,20.751522064208984,,,69.80096435546875,,
2009-06-02,,,,,,20.7357234954834,,,69.85989379882812,,
2009-06-03,,,,,,20.58563232421875,,,68.97605895996094,,
2009-06-04,,,,,,20.61723518371582,,,69.62417602539062,,
2009-06-05,,,,,,20.61723518371582,,,69.63893127441406,,
2009-06-08,,,,,,20.490846633911133,,,69.3516616821289,,
2009-06-09,,,,,,20.53823471069336,,,69.70521545410156,,
2009-06-10,,,,,,20.593530654907227,,,69.52842712402344,,
2009-06-11,,,,,,20.688325881958008,,,69.83778381347656,,
2009-06-12,,,,,,20.61723518371582,,,70.02928161621094,,
2009-06-15,,,,,,20.53823471069336,,,68.42366027832031,,
2009-06-16,,,,,,20.522441864013672,,,67.49562072753906,,
2009-06-17,,,,,,20.482940673828125,,,67.42938232421875,,
2009-06-18,,,,,,20.443443298339844,,,67.92279052734375,,
2009-06-19,,,,,,20.443443298339844,,,68.17314910888672,,
2009-06-22,,,,,,20.301258087158203,,,66.1288833618164,,
2009-06-23,,,,,,20.348657608032227,,,66.18071746826172,,
2009-06-24,,,,,,20.475046157836914,,,66.75106048583984,,
2009-06-25,,,,,,20.51453971862793,,,68.20282745361328,,
2009-06-26,,,,,,20.593530654907227,,,68.02503204345703,,
2009-06-29,,,,,,20.640932083129883,,,68.66203308105469,,
2009-06-30,,,,,,20.61723518371582,,,68.10651397705078,,
2009-07-01,,,,,,20.593530654907227,,,68.38794708251953,,
2009-07-02,,,,,,20.601430892944336,,,66.52140045166016,,
2009-07-06,,,,,,20.554040908813477,,,66.51402282714844,,
2009-07-07,,,,,,20.51453971862793,,,65.22518920898438,,
2009-07-08,,,,,,20.498743057250977,,,65.18074798583984,,
2009-07-09,,,,,,20.61723518371582,,,65.30672454833984,,
2009-07-10,,,,,,20.45924186706543,,,65.15116119384766,,
2009-07-13,,,,,,20.435546875,,,66.73619842529297,,
2009-07-14,,,,,,20.490846633911133,,,67.11398315429688,,
2009-07-15,,,,,,20.633033752441406,,,69.07679748535156,,
2009-07-16,,,,,,20.593530654907227,,,68.96569061279297,,
2009-07-17,,,,,,20.633033752441406,,,69.72119140625,,
2009-07-20,,,,,,20.862110137939453,,,70.46186065673828,,
2009-07-21,,,,,,20.901607513427734,,,70.78780364990234,,
2009-07-22,,,,,,20.75942039489746,,,70.77297973632812,,
2009-07-23,,,,,,20.901607513427734,,,72.33584594726562,,
2009-07-24,,,,,,20.885814666748047,,,72.6321029663086,,
2009-07-27,,,,,,20.917404174804688,,,72.84693145751953,,
2009-07-28,,,,,,20.870010375976562,,,72.50621032714844,,
2009-07-29,,,,,,20.76732063293457,,,72.32843017578125,,
2009-07-30,,,,,,20.87790870666504,,,73.0839614868164,,
2009-07-31,,,,,,20.933202743530273,,,73.18763732910156,,
2009-08-03,,,,,,21.083293914794922,,,74.39498138427734,,
2009-08-04,,,,,,21.027996063232422,,,74.5875244140625,,
2009-08-05,,,,,,20.996400833129883,,,74.37273406982422,,
2009-08-06,,,,,,20.933202743530273,,,73.98758697509766,,
2009-08-07,,,,,,20.87790870666504,,,74.95789337158203,,
2009-08-10,,,,,,21.012197494506836,,,74.80235290527344,,
2009-08-11,,,,,,20.85421371459961,,,73.86909484863281,,
2009-08-12,,,,,,20.909507751464844,,,74.6615982055664,,
2009-08-13,,,,,,20.964801788330078,,,75.23194122314453,,
2009-08-14,,,,,,20.862110137939453,,,74.65422821044922,,
2009-08-17,,,,,,20.743621826171875,,,72.81727600097656,,
2009-08-18,,,,,,20.862110137939453,,,73.39502716064453,,
2009-08-19,,,,,,20.870010375976562,,,74.03947448730469,,
2009-08-20,,,,,,20.917404174804688,,,74.80235290527344,,
2009-08-21,,,,,,20.933202743530273,,,76.2689208984375,,
2009-08-24,,,,,,20.972698211669922,,,76.26148223876953,,
2009-08-25,,,,,,20.909507751464844,,,76.4096450805664,,
2009-08-26,,,,,,20.933202743530273,,,76.41706085205078,,
2009-08-27,,,,,,20.925308227539062,,,76.5874252319336,,
2009-08-28,,,,,,20.933202743530273,,,76.57261657714844,,
2009-08-31,,,,,,20.846309661865234,,,75.89117431640625,,
2009-09-01,,,,,,20.696226119995117,,,74.21719360351562,,
2009-09-02,,,,,,20.89371109008789,,,73.93574523925781,,
2009-09-03,,,,,,20.964801788330078,,,74.55049133300781,,
2009-09-04,,,,,,21.083293914794922,,,75.59487915039062,,
2009-09-08,,,,,,21.154386520385742,,,76.24668884277344,,
2009-09-09,,,,,,21.130685806274414,,,76.83181762695312,,
2009-09-10,,,,,,21.154386520385742,,,77.61695861816406,,
2009-09-11,,,,,,21.16228675842285,,,77.6021499633789,,
2009-09-14,,,,,,21.122785568237305,,,77.97991180419922,,
2009-09-15,,,,,,21.16228675842285,,,78.3057861328125,,
2009-09-16,,,,,,21.296571731567383,,,79.49090576171875,,
2009-09-17,,,,,,21.257076263427734,,,79.3724365234375,,
2009-09-18,,,,,,21.24917984008789,,,79.42301940917969,,
2009-09-21,,,,,,21.209680557250977,,,79.2220687866211,,
2009-09-22,,,,,,21.257076263427734,,,79.6834945678711,,
2009-09-23,,,,,,21.241273880004883,,,79.02112579345703,,
2009-09-24,,,,,,21.193883895874023,,,78.15040588378906,,
2009-09-25,,,,,,21.24917984008789,,,77.7336196899414,,
2009-09-28,,,,,,21.272878646850586,,,79.12531280517578,,
2009-09-29,,,,,,21.225481033325195,,,78.88719177246094,,
2009-09-30,,,,,,21.367666244506836,,,78.58206176757812,,
2009-10-01,,,,,,21.2017822265625,,,76.63221740722656,,
2009-10-02,,,,,,21.3123722076416,,,76.27495574951172,,
2009-10-05,,,,,,21.501955032348633,,,77.41362762451172,,
2009-10-06,,,,,,21.470361709594727,,,78.52251434326172,,
2009-10-07,,,,,,21.41506576538086,,,78.73831176757812,,
2009-10-08,,,,,,21.509855270385742,,,79.34114074707031,,
2009-10-09,,,,,,21.42296600341797,,,79.82488250732422,,
2009-10-12,,,,,,21.501955032348633,,,80.13748931884766,,
2009-10-13,,,,,,21.525651931762695,,,79.97374725341797,,
2009-10-14,,,,,,21.699438095092773,,,81.35054016113281,,
2009-10-15,,,,,,21.620445251464844,,,81.64823150634766,,
2009-10-16,,,,,,21.58094596862793,,,81.03799438476562,,
2009-10-19,,,,,,21.683639526367188,,,81.7077407836914,,
2009-10-20,,,,,,21.62834358215332,,,81.27613830566406,,
2009-10-21,,,,,,21.63624382019043,,,80.54679870605469,,
2009-10-22,,,,,,21.707338333129883,,,81.36540222167969,,
2009-10-23,,,,,,21.65993881225586,,,80.4351577758789,,
2009-10-26,,,,,,21.549352645874023,,,79.56442260742188,,
2009-10-27,,,,,,21.541452407836914,,,79.1997299194336,,
2009-10-28,,,,,,21.288677215576172,,,77.70389556884766,,
2009-10-29,,,,,,21.565149307250977,,,79.37090301513672,,
2009-10-30,,,,,,21.257076263427734,,,77.0712890625,,
2009-11-02,,,,,,21.430864334106445,,,77.63690185546875,,
2009-11-03,,,,,,21.407163619995117,,,77.88243103027344,,
2009-11-04,,,,,,21.51775360107422,,,78.08338928222656,,
2009-11-05,,,,,,21.565149307250977,,,79.51974487304688,,
2009-11-06,,,,,,21.51775360107422,,,79.72814178466797,,
2009-11-09,,,,,,21.715234756469727,,,81.5440673828125,,
2009-11-10,,,,,,21.746829986572266,,,81.55891418457031,,
2009-11-11,,,,,,21.75473403930664,,,81.9757080078125,,
2009-11-12,,,,,,21.675739288330078,,,81.14215850830078,,
2009-11-13,,,,,,21.802127838134766,,,81.58123779296875,,
2009-11-16,,,,,,21.873226165771484,,,82.7645492553711,,
2009-11-17,,,,23.525327682495117,,21.857423782348633,,,82.86128997802734,,
2009-11-18,,,,23.338987350463867,,21.81003189086914,,,82.80919647216797,,
2009-11-19,,,,23.338987350463867,,21.746829986572266,,,81.7301025390625,,
2009-11-20,,,,23.394887924194336,,21.715234756469727,,,81.43984985351562,,
2009-11-23,,,,23.48805809020996,,21.802127838134766,,,82.47433471679688,,
2009-11-24,,,,23.450794219970703,,21.699438095092773,,,82.600830078125,,
2009-11-25,,,,23.413524627685547,,21.865325927734375,,,82.89107513427734,,
2009-11-27,,,,23.29240608215332,,21.604644775390625,,,81.5440673828125,,
2009-11-30,,,,23.413524627685547,,21.69154167175293,,,81.81940460205078,,
2009-12-01,,,,23.311038970947266,,21.746829986572266,,,82.83154296875,,
2009-12-02,,,,23.32967185974121,,21.802127838134766,,,82.79431915283203,,
2009-12-03,,,,23.245819091796875,,21.81003189086914,,,82.14685821533203,,
2009-12-04,,,,23.15264892578125,,21.69154167175293,,,82.61573028564453,,
2009-12-07,,,,23.199235916137695,,21.746829986572266,,,82.48920440673828,,
2009-12-08,,,,23.21786880493164,,21.644142150878906,,,81.57382202148438,,
2009-12-09,,,,23.134016036987305,,21.644142150878906,,,81.87891387939453,,
2009-12-10,,,,23.208547592163086,,21.699438095092773,,,82.3403549194336,,
2009-12-11,,,,23.283084869384766,,21.699438095092773,,,82.69012451171875,,
2009-12-14,,,,23.57191276550293,,21.738935470581055,,,83.25574493408203,,
2009-12-15,,,,23.599863052368164,,21.58884620666504,,,82.86872100830078,,
2009-12-16,,,,23.646448135375977,,21.707338333129883,,,82.99524688720703,,
2009-12-17,,,,23.76757049560547,,21.565149307250977,,,81.998046875,,
2009-12-18,,,,23.665077209472656,,21.533554077148438,,,82.4619140625,,
2009-12-21,,,,23.991174697875977,,21.44666290283203,,,83.2999038696289,,
2009-12-22,,,,23.80483627319336,,21.46245765686035,,,83.59923553466797,,
2009-12-23,,,,23.871925354003906,,21.6146297454834,,,83.7637939453125,,
2009-12-24,,,,23.853288650512695,,21.48715591430664,,,84.16036224365234,,
2009-12-28,,,,23.89987564086914,,21.4632568359375,,,84.33998107910156,,
2009-12-29,,,,23.76011085510254,,21.56682777404785,,,84.2202377319336,,
2009-12-30,,,,23.79738426208496,,21.598695755004883,,,84.19031524658203,,
2009-12-31,,,,23.75079345703125,,21.6146297454834,,,83.38224029541016,,
2010-01-04,,,,23.94646453857422,,21.853639602661133,,,84.79638671875,,
2010-01-05,,,,23.853288650512695,,21.90941047668457,,,85.0208511352539,,
2010-01-06,,,,23.94646453857422,,21.949247360229492,,,85.08069610595703,,
2010-01-07,,,,23.993053436279297,,21.893476486206055,,,85.43985748291016,,
2010-01-08,,,,23.834653854370117,,21.949247360229492,,,85.72420501708984,,
2010-01-11,,,,23.955781936645508,,21.941280364990234,,,85.8438720703125,,
2010-01-12,,,,23.89987564086914,,21.853639602661133,,,85.04329681396484,,
2010-01-13,,,,23.955781936645508,,21.86957359313965,,,85.76158142089844,,
2010-01-14,,,,23.955781936645508,,21.86160659790039,,,85.9935302734375,,
2010-01-15,,,,23.89987564086914,,21.773969650268555,,,85.02832794189453,,
2010-01-19,,,,24.17940902709961,,21.877540588378906,,,86.09081268310547,,
2010-01-20,,,,23.871925354003906,,21.702268600463867,,,85.21540069580078,,
2010-01-21,,,,24.104867935180664,,21.51902198791504,,,83.57672882080078,,
2010-01-22,,,,24.00237274169922,,21.35968780517578,,,81.71370697021484,,
2010-01-25,,,,23.89055824279785,,21.48715591430664,,,82.13269805908203,,
2010-01-26,,,,24.13282012939453,,21.367652893066406,,,81.78851318359375,,
2010-01-27,,,,23.983736038208008,,21.327816009521484,,,82.17759704589844,,
2010-01-28,,,,24.03032684326172,,21.29594612121582,,,81.23482513427734,,
2010-01-29,,,,23.871925354003906,,21.272045135498047,,,80.3519287109375,,
2010-02-01,,,,24.03032684326172,,21.391555786132812,,,81.60145568847656,,
2010-02-02,,,,24.039642333984375,,21.439353942871094,,,82.58910369873047,,
2010-02-03,,,,24.13282012939453,,21.39952278137207,,,82.17759704589844,,
2010-02-04,,,,23.78806495666504,,21.096771240234375,,,79.6410903930664,,
2010-02-05,,,,23.78806495666504,,21.017099380493164,,,79.80571746826172,,
2010-02-08,,,,23.76011085510254,,20.961332321166992,,,79.22956848144531,,
2010-02-09,,,,23.983736038208008,,21.21627426147461,,,80.22472381591797,,
2010-02-10,,,,23.834653854370117,,21.12067222595215,,,80.06759643554688,,
2010-02-11,,,,24.13282012939453,,21.232208251953125,,,80.90558624267578,,
2010-02-12,,,,24.086233139038086,,21.176441192626953,,,80.83826446533203,,
2010-02-16,,,,24.039642333984375,,21.327816009521484,,,82.11026763916016,,
2010-02-17,,,,24.16077423095703,,21.30391502380371,,,82.49934387207031,,
2010-02-18,,,,24.188724517822266,,21.35968780517578,,,82.98565673828125,,
2010-02-19,,,,24.207361221313477,,21.272045135498047,,,83.15774536132812,,
2010-02-22,,,,24.16077423095703,,21.311880111694336,,,83.17272186279297,,
2010-02-23,,,,24.039642333984375,,21.184410095214844,,,82.16260528564453,,
2010-02-24,,,,24.198041915893555,,21.25611114501953,,,82.91835021972656,,
2010-02-25,,,,24.188724517822266,,21.192373275756836,,,82.80610656738281,,
2010-02-26,,,,24.188724517822266,,21.264081954956055,,,82.85846710205078,,
2010-03-01,,,,24.039642333984375,,21.343748092651367,,,83.7188949584961,,
2010-03-02,,,,24.225997924804688,,21.4951229095459,,,83.95086669921875,,
2010-03-03,,,,24.198041915893555,,21.526994705200195,,,84.02572631835938,,
2010-03-04,,,,24.170089721679688,,21.47122573852539,,,84.28009796142578,,
2010-03-05,,,,24.486894607543945,,21.590728759765625,,,85.4847183227539,,
2010-03-08,,,,24.4403018951416,,21.590728759765625,,,85.49971008300781,,
2010-03-09,,,,24.393714904785156,,21.598695755004883,,,85.641845703125,,
2010-03-10,,,,24.486894607543945,,21.65446662902832,,,86.02348327636719,,
2010-03-11,,,,24.46825408935547,,21.646495819091797,,,86.38260650634766,,
2010-03-12,,,,24.365760803222656,,21.670400619506836,,,86.39008331298828,,
2010-03-15,,,,24.356443405151367,,21.598695755004883,,,86.41254425048828,,
2010-03-16,,,,24.33780860900879,,21.67836570739746,,,87.10090637207031,,
2010-03-17,,,,24.552114486694336,,21.742103576660156,,,87.6171875,,
2010-03-18,,,,24.44961929321289,,21.694299697875977,,,87.57230377197266,,
2010-03-19,,,,24.412351608276367,,21.598695755004883,,,87.12898254394531,,
2010-03-22,,,,24.356443405151367,,21.590728759765625,,,87.59483337402344,,
2010-03-23,,,,24.30985450744629,,21.67836570739746,,,88.2109146118164,,
2010-03-24,,,,24.30985450744629,,21.479188919067383,,,87.78266906738281,,
2010-03-25,,,,24.039642333984375,,21.407485961914062,,,87.63992309570312,,
2010-03-26,,,,24.04895782470703,,21.503089904785156,,,87.58734130859375,,
2010-03-29,,,,24.086233139038086,,21.582759857177734,,,88.1432876586914,,
2010-03-30,,,,24.235313415527344,,21.65446662902832,,,88.203369140625,,
2010-03-31,,,,24.253952026367188,,21.670400619506836,,,87.90282440185547,,
2010-04-01,,,,24.319175720214844,,21.8217716217041,,,88.5039291381836,,
2010-04-05,,,,24.46825408935547,,21.766002655029297,,,89.22517395019531,,
2010-04-06,,,,24.430986404418945,,21.758037567138672,,,89.43553161621094,,
2010-04-07,,,,24.393714904785156,,21.75006675720215,,,88.92464447021484,,
2010-04-08,,,,24.412351608276367,,21.79787254333496,,,89.23268127441406,,
2010-04-09,,,,24.44961929321289,,21.82973861694336,,,89.81873321533203,,
2010-04-12,,,,24.421667098999023,,21.83770751953125,,,89.96146392822266,,
2010-04-13,,,,24.347126007080078,,21.82973861694336,,,90.02906036376953,,
2010-04-14,,,,24.356443405151367,,21.933311462402344,,,91.05085754394531,,
2010-04-15,,,,24.4403018951416,,21.949247360229492,,,91.12599182128906,,
2010-04-16,,,,24.365760803222656,,21.781936645507812,,,89.67594909667969,,
2010-04-19,,,,24.272584915161133,,21.773969650268555,,,90.0140380859375,,
2010-04-20,,,,24.28190040588379,,21.82973861694336,,,90.81793212890625,,
2010-04-21,,,,24.46825408935547,,21.8217716217041,,,90.65262603759766,,
2010-04-22,,,,24.458938598632812,,21.71820068359375,,,90.92310333251953,,
2010-04-23,,,,24.85028076171875,,21.773969650268555,,,91.51663970947266,,
2010-04-26,,,,24.70119857788086,,21.742103576660156,,,91.17106628417969,,
2010-04-27,,,,24.589385986328125,,21.4951229095459,,,89.01480102539062,,
2010-04-28,,,,24.654611587524414,,21.574792861938477,,,89.69094848632812,,
2010-04-29,,,,24.691879272460938,,21.686330795288086,,,90.80292510986328,,
2010-04-30,,,,24.598703384399414,,21.630563735961914,,,89.26274108886719,,
2010-05-03,,,,24.62665557861328,,21.67836570739746,,,90.41972351074219,,
2010-05-04,,,,24.375080108642578,,21.407485961914062,,,88.29353332519531,,
2010-05-05,,,,24.33780860900879,,21.224245071411133,,,87.76763916015625,,
2010-05-06,,,,23.983736038208008,,20.84979248046875,,,84.8525619506836,,
2010-05-07,,,,23.38740348815918,,20.81792640686035,,,83.59036254882812,,
2010-05-10,,,,24.021007537841797,,21.25611114501953,,,87.27177429199219,,
2010-05-11,,,,23.97441864013672,,21.160507202148438,,,87.02383422851562,,
2010-05-12,,,,24.058279037475586,,21.128639221191406,,,88.24093627929688,,
2010-05-13,,,,24.198041915893555,,21.152536392211914,,,87.14405822753906,,
2010-05-14,,,,24.12350082397461,,20.969297409057617,,,85.5663070678711,,
2010-05-17,,,,23.89055824279785,,20.95336151123047,,,85.61135864257812,,
2010-05-18,,,,23.871925354003906,,20.937429428100586,,,84.44686889648438,,
2010-05-19,,,,23.685569763183594,,20.897594451904297,,,83.96600341796875,,
2010-05-20,,,,23.0892391204834,,20.531110763549805,,,80.79549407958984,,
2010-05-21,,,,23.47126579284668,,20.72231674194336,,,81.97505950927734,,
2010-05-24,,,,23.35944938659668,,20.746219635009766,,,80.9232406616211,,
2010-05-25,,,,23.331497192382812,,20.706382751464844,,,81.005859375,,
2010-05-26,,,,23.350133895874023,,20.594850540161133,,,80.51751708984375,,
2010-05-27,,,,23.415355682373047,,20.841827392578125,,,83.21470642089844,,
2010-05-28,,,,23.58307647705078,,20.730287551879883,,,82.17039489746094,,
2010-06-01,,,,23.061283111572266,,20.72231674194336,,,80.78799438476562,,
2010-06-02,,,,23.517852783203125,,20.87369728088379,,,82.89163208007812,,
2010-06-03,,,,23.489896774291992,,20.85776138305664,,,83.17715454101562,,
2010-06-04,,,,23.201051712036133,,20.690448760986328,,,80.25455474853516,,
2010-06-07,,,,23.24764060974121,,20.754186630249023,,,79.25534057617188,,
2010-06-08,,,,23.443309783935547,,20.913530349731445,,,80.10431671142578,,
2010-06-09,,,,23.406042098999023,,20.889629364013672,,,79.67605590820312,,
2010-06-10,,,,23.76011085510254,,20.95336151123047,,,82.005126953125,,
2010-06-11,,,,23.694887161254883,,20.977266311645508,,,82.40327453613281,,
2010-06-14,,,,23.713520050048828,,20.905559539794922,,,82.27560424804688,,
2010-06-15,,,,23.965099334716797,,21.041000366210938,,,84.14634704589844,,
2010-06-16,,,,23.93714714050293,,21.017099380493164,,,84.11627197265625,,
2010-06-17,,,,23.955781936645508,,21.048969268798828,,,84.25151062011719,,
2010-06-18,,,,23.94646453857422,,21.144573211669922,,,84.34286499023438,,
2010-06-21,,,,23.853288650512695,,21.200342178344727,,,84.101318359375,,
2010-06-22,,,,23.63898277282715,,21.200342178344727,,,82.71231842041016,,
2010-06-23,,,,23.657615661621094,,21.25611114501953,,,82.45567321777344,,
2010-06-24,,,,23.55512237548828,,21.152536392211914,,,81.08931732177734,,
2010-06-25,,,,23.685569763183594,,21.25611114501953,,,81.42902374267578,,
2010-06-28,,,,23.56443977355957,,21.24017906188965,,,81.17235565185547,,
2010-06-29,,,,23.061283111572266,,21.11270523071289,,,78.66614532470703,,
2010-06-30,,,,23.48058319091797,,21.041000366210938,,,77.91883850097656,,
2010-07-01,,,,23.275590896606445,,21.128639221191406,,,77.57158660888672,,
2010-07-02,,,,23.48058319091797,,21.200342178344727,,,77.14881896972656,,
2010-07-06,,,,23.266273498535156,,21.29594612121582,,,77.65461730957031,,
2010-07-07,,,,23.592391967773438,,21.25611114501953,,,80.10042572021484,,
2010-07-08,,,,23.611026763916016,,21.311880111694336,,,80.89305114746094,,
2010-07-09,,,,23.78806495666504,,21.311880111694336,,,81.4969482421875,,
2010-07-12,,,,23.79738426208496,,21.311880111694336,,,81.54981231689453,,
2010-07-13,,,,23.66693115234375,,21.375619888305664,,,82.78026580810547,,
2010-07-14,,,,23.871925354003906,,21.343748092651367,,,82.77272033691406,,
2010-07-15,,,,23.657615661621094,,21.327816009521484,,,82.79533386230469,,
2010-07-16,,,,23.78806495666504,,21.319847106933594,,,80.5156021118164,,
2010-07-19,,,,23.853288650512695,,21.319847106933594,,,80.99120330810547,,
2010-07-20,,,,23.91851234436035,,21.415451049804688,,,81.88948059082031,,
2010-07-21,,,,23.965099334716797,,21.407485961914062,,,80.82511901855469,,
2010-07-22,,,,24.142135620117188,,21.511056900024414,,,82.62926483154297,,
2010-07-23,,,,24.114181518554688,,21.54292869567871,,,83.3464126586914,,
2010-07-26,,,,24.058279037475586,,21.55885887145996,,,84.21453094482422,,
2010-07-27,,,,24.13282012939453,,21.534961700439453,,,84.20699310302734,,
2010-07-28,,,,24.207361221313477,,21.4951229095459,,,83.6634750366211,,
2010-07-29,,,,24.104867935180664,,21.534961700439453,,,83.2558364868164,,
2010-07-30,,,,24.142135620117188,,21.590728759765625,,,83.2407455444336,,
2010-08-02,,,,24.235313415527344,,21.550893783569336,,,85.120361328125,,
2010-08-03,,,,24.26326560974121,,21.6146297454834,,,84.71275329589844,,
2010-08-04,,,,24.225997924804688,,21.62259864807129,,,85.2789306640625,,
2010-08-05,,,,24.104867935180664,,21.646495819091797,,,85.1883316040039,,
2010-08-06,,,,24.07691192626953,,21.670400619506836,,,84.84107971191406,,
2010-08-09,,,,24.253952026367188,,21.694299697875977,,,85.29399871826172,,
2010-08-10,,,,24.086233139038086,,21.65446662902832,,,84.83351135253906,,
2010-08-11,,,,23.965099334716797,,21.54292869567871,,,82.50847625732422,,
2010-08-12,,,,23.955781936645508,,21.534961700439453,,,82.00271606445312,,
